0.000000,0.000000
0.076624,0.076624
0.152797,0.152797
0.228072,0.228072
0.302006,0.302006
0.374164,0.374164
0.444122,0.444122
0.511469,0.511469
0.575808,0.575808
0.636762,0.636762
0.693971,0.693971
0.747101,0.747101
0.795837,0.795837
0.839894,0.839894
0.879012,0.879012
0.912962,0.912962
0.941544,0.941544
0.964590,0.964590
0.981964,0.981964
0.993564,0.993564
0.999322,0.999322
0.999205,0.999205
0.993212,0.993212
0.981379,0.981379
0.963776,0.963776
0.940506,0.940506
0.911706,0.911706
0.877545,0.877545
0.838225,0.838225
0.793975,0.793975
0.745058,0.745058
0.691759,0.691759
0.634393,0.634393
0.573297,0.573297
0.508830,0.508830
0.441371,0.441371
0.371317,0.371317
0.299080,0.299080
0.225084,0.225084
0.149765,0.149765
0.073565,0.073565
-0.003068,-0.003068
-0.079682,-0.079682
-0.155828,-0.155828
-0.231058,-0.231058
-0.304929,-0.304929
-0.377007,-0.377007
-0.446869,-0.446869
-0.514103,-0.514103
-0.578314,-0.578314
-0.639124,-0.639124
-0.696177,-0.696177
-0.749136,-0.749136
-0.797691,-0.797691
-0.841555,-0.841555
-0.880471,-0.880471
-0.914210,-0.914210
-0.942573,-0.942573
-0.965394,-0.965394
-0.982539,-0.982539
-0.993907,-0.993907
-0.999431,-0.999431
-0.999078,-0.999078
-0.992850,-0.992850
-0.980785,-0.980785
-0.962953,-0.962953
-0.939459,-0.939459
-0.910441,-0.910441
-0.876070,-0.876070
-0.836548,-0.836548
-0.792107,-0.792107
-0.743008,-0.743008
-0.689541,-0.689541
-0.632019,-0.632019
-0.570781,-0.570781
-0.506187,-0.506187
-0.438616,-0.438616
-0.368467,-0.368467
-0.296151,-0.296151
-0.222094,-0.222094
-0.146730,-0.146730
-0.070505,-0.070505
0.006136,0.006136
0.082740,0.082740
0.158858,0.158858
0.234042,0.234042
0.307850,0.307850
0.379847,0.379847
0.449611,0.449611
0.516732,0.516732
0.580814,0.580814
0.641481,0.641481
0.698376,0.698376
0.751165,0.751165
0.799537,0.799537
0.843208,0.843208
0.881921,0.881921
0.915449,0.915449
0.943593,0.943593
0.966190,0.966190
0.983105,0.983105
0.994240,0.994240
0.999529,0.999529
0.998941,0.998941
0.992480,0.992480
0.980182,0.980182
0.962121,0.962121
0.938404,0.938404
0.909168,0.909168
0.874587,0.874587
0.834863,0.834863
0.790230,0.790230
0.740951,0.740951
0.687315,0.687315
0.629638,0.629638
0.568259,0.568259
0.503538,0.503538
0.435857,0.435857
0.365613,0.365613
0.293219,0.293219
0.219101,0.219101
0.143695,0.143695
0.067444,0.067444
-0.009204,-0.009204
-0.085797,-0.085797
-0.161886,-0.161886
-0.237024,-0.237024
-0.310767,-0.310767
-0.382683,-0.382683
-0.452350,-0.452350
-0.519356,-0.519356
-0.583309,-0.583309
-0.643832,-0.643832
-0.700569,-0.700569
-0.753187,-0.753187
-0.801376,-0.801376
-0.844854,-0.844854
-0.883363,-0.883363
-0.916679,-0.916679
-0.944605,-0.944605
-0.966976,-0.966976
-0.983662,-0.983662
-0.994565,-0.994565
-0.999619,-0.999619
-0.998795,-0.998795
-0.992099,-0.992099
-0.979570,-0.979570
-0.961280,-0.961280
-0.937339,-0.937339
-0.907886,-0.907886
-0.873095,-0.873095
-0.833170,-0.833170
-0.788346,-0.788346
-0.738887,-0.738887
-0.685084,-0.685084
-0.627252,-0.627252
-0.565732,-0.565732
-0.500885,-0.500885
-0.433094,-0.433094
-0.362756,-0.362756
-0.290285,-0.290285
-0.216107,-0.216107
-0.140658,-0.140658
-0.064383,-0.064383
0.012272,0.012272
0.088854,0.088854
0.164913,0.164913
0.240003,0.240003
0.313682,0.313682
0.385516,0.385516
0.455084,0.455084
0.521975,0.521975
0.585798,0.585798
0.646176,0.646176
0.702755,0.702755
0.755201,0.755201
0.803208,0.803208
0.846491,0.846491
0.884797,0.884797
0.917901,0.917901
0.945607,0.945607
0.967754,0.967754
0.984210,0.984210
0.994879,0.994879
0.999699,0.999699
0.998640,0.998640
0.991710,0.991710
0.978948,0.978948
0.960431,0.960431
0.936266,0.936266
0.906596,0.906596
0.871595,0.871595
0.831470,0.831470
0.786455,0.786455
0.736817,0.736817
0.682846,0.682846
0.624860,0.624860
0.563199,0.563199
0.498228,0.498228
0.430326,0.430326
0.359895,0.359895
0.287347,0.287347
0.213110,0.213110
0.137620,0.137620
0.061321,0.061321
-0.015339,-0.015339
-0.091909,-0.091909
-0.167938,-0.167938
-0.242980,-0.242980
-0.316593,-0.316593
-0.388345,-0.388345
-0.457813,-0.457813
-0.524590,-0.524590
-0.588282,-0.588282
-0.648514,-0.648514
-0.704934,-0.704934
-0.757209,-0.757209
-0.805031,-0.805031
-0.848120,-0.848120
-0.886223,-0.886223
-0.919114,-0.919114
-0.946601,-0.946601
-0.968522,-0.968522
-0.984748,-0.984748
-0.995185,-0.995185
-0.999769,-0.999769
-0.998476,-0.998476
-0.991311,-0.991311
-0.978317,-0.978317
-0.959572,-0.959572
-0.935184,-0.935184
-0.905297,-0.905297
-0.870087,-0.870087
-0.829761,-0.829761
-0.784557,-0.784557
-0.734739,-0.734739
-0.680601,-0.680601
-0.622461,-0.622461
-0.560662,-0.560662
-0.495565,-0.495565
-0.427555,-0.427555
-0.357031,-0.357031
-0.284408,-0.284408
-0.210112,-0.210112
-0.134581,-0.134581
-0.058258,-0.058258
0.018407,0.018407
0.094963,0.094963
0.170962,0.170962
0.245955,0.245955
0.319502,0.319502
0.391170,0.391170
0.460539,0.460539
0.527199,0.527199
0.590760,0.590760
0.650847,0.650847
0.707107,0.707107
0.759209,0.759209
0.806848,0.806848
0.849742,0.849742
0.887640,0.887640
0.920318,0.920318
0.947586,0.947586
0.969281,0.969281
0.985278,0.985278
0.995481,0.995481
0.999831,0.999831
0.998302,0.998302
0.990903,0.990903
0.977677,0.977677
0.958703,0.958703
0.934093,0.934093
0.903989,0.903989
0.868571,0.868571
0.828045,0.828045
0.782651,0.782651
0.732654,0.732654
0.678350,0.678350
0.620057,0.620057
0.558119,0.558119
0.492898,0.492898
0.424780,0.424780
0.354164,0.354164
0.281465,0.281465
0.207111,0.207111
0.131540,0.131540
0.055195,0.055195
-0.021474,-0.021474
-0.098017,-0.098017
-0.173984,-0.173984
-0.248928,-0.248928
-0.322408,-0.322408
-0.393992,-0.393992
-0.463260,-0.463260
-0.529804,-0.529804
-0.593232,-0.593232
-0.653173,-0.653173
-0.709273,-0.709273
-0.761202,-0.761202
-0.808656,-0.808656
-0.851355,-0.851355
-0.889048,-0.889048
-0.921514,-0.921514
-0.948561,-0.948561
-0.970031,-0.970031
-0.985798,-0.985798
-0.995767,-0.995767
-0.999882,-0.999882
-0.998118,-0.998118
-0.990485,-0.990485
-0.977028,-0.977028
-0.957826,-0.957826
-0.932993,-0.932993
-0.902673,-0.902673
-0.867046,-0.867046
-0.826321,-0.826321
-0.780737,-0.780737
-0.730563,-0.730563
-0.676093,-0.676093
-0.617647,-0.617647
-0.555570,-0.555570
-0.490227,-0.490227
-0.422000,-0.422000
-0.351293,-0.351293
-0.278520,-0.278520
-0.204109,-0.204109
-0.128498,-0.128498
-0.052132,-0.052132
0.024541,0.024541
0.101070,0.101070
0.177004,0.177004
0.251898,0.251898
0.325310,0.325310
0.396810,0.396810
0.465976,0.465976
0.532403,0.532403
